58.342,13.349,6.5825
58.928,8.805,9.1856
69.209,-7.2064,2.7167
58.674,12.845,5.1256
54.98,11.187,-1.0958
63.382,4.1455,9.8974
57.961,13.903,5.7418
60.636,2.3992,2.0726
52.94,3.9467,7.4334
70.891,22.098,9.4105
54.958,-5.1974,-2.4933
59.133,12.638,5.6557
59.199,11.792,-4.0375
59.415,13.717,5.6586
63.493,9.2615,8.1024
58.003,11.427,4.5555
61.968,20.369,8.8821
59.509,16.148,11.275
59.196,11.893,5.4706
68.652,14.856,15.217
64.005,-55.454,20.874
43.383,14.851,27.667
80.12,-8.8307,19.12
64.489,-34.818,0.73019
58.323,12.937,3.4369
59.201,14.605,0.51086
59.319,6.9645,22.534
59.472,19.168,-3.0926
59.798,3.4169,-11.336
60.607,11.882,2.6051
60.688,14.872,7.67
78.138,12.424,-6.2442
57.408,12.33,8.433
73.326,6.5432,10.525
53.484,28.941,17.79
53.25,12.401,1.1423
58.414,8.1876,7.5979
56.74,15.633,7.3334
62.94,26.329,3.0481
63.97,13.722,4.1593
64.105,28.078,14.166
65.226,13.895,5.8147
61.423,11.045,6.014
43.289,7.0462,-14.056
55.124,14.367,8.4478
56.23,15.717,3.0065
61.005,17.982,3.7106
52.015,19.326,4.0117
57.859,19.958,-16.632
61.568,11.531,-2.9914
