-0.025266,-0.94827,0.28931,-0.010818,0.002678,0.033981,0.003625,-0.0098499,0.0078266,0.0034856,0,0.73795,0.84802
-0.4886,0.82551,-0.21508,-0.00011216,-4.9749e-005,-0.00051042,0.00014986,0.00018672,0.00012993,0.0039225,0.3793,0.47557,0.94299
-0.1101,-0.984,0.090527,0.0052631,-0.0053089,0.0038912,-0.0041772,-0.0017443,0.00074395,0.0034889,0,0.7204,0.84248
-0.093013,-0.48334,0.85349,0.0010002,-2.7948e-005,-0.00013216,-0.0012399,0.00077081,-0.00099645,0.0033701,0,0.7385,0.86039
0.13498,0.068183,0.98776,0.00015241,-7.0627e-005,-1.2289e-005,-0.00099088,0.00025972,-0.00012103,0.003737,0.00057907,0.42363,0.90794
0.89713,-0.36703,-0.20167,0.011896,-0.0034651,0.021097,0.0049578,0.00072726,-0.0025026,0.0036825,0,0.74309,0.90027
-0.54749,-0.30275,0.75072,-5.3232e-005,0.00092153,-0.0018317,-0.00068518,-0.0023637,-0.0011983,0.0037934,0,0.58561,0.91594
0.032921,-0.031728,0.99867,5.6323e-005,-3.6402e-006,1.0157e-005,-0.00068907,0.00039912,-0.00020168,0.0041749,0.001039,0.89243,0.81937
-0.19909,0.95323,0.10754,0.00054642,0.00011999,-0.00033041,-0.00053438,0.00022927,-0.00070843,0.0039063,0.38939,0.47399,0.93193
0.011116,-0.98186,0.0991,0.42581,0.034016,-0.073672,0.023873,0.0037322,-0.0072714,0.0033921,0,0.74713,0.84895
-0.022155,-0.98672,0.098606,-0.22235,0.0014069,0.037396,-0.0085173,0.015487,-0.0058121,0.0033745,0,0.74781,0.8483
-0.037872,0.55551,0.7819,0.0016829,0.0012213,0.00014932,-0.0010171,0.00081901,-4.6496e-005,0.11046,0.33091,0.70815,0.86423
-0.88909,0.12209,-0.13369,-0.00052162,0.00032955,-0.0013977,-0.0067151,0.0046651,-0.011421,0.0043735,0.00089191,0.74857,0.82447
0.058455,-0.014384,0.99349,-0.00051353,-0.00022115,0.00012137,-0.00058889,0.00016924,-0.0011472,0.0036627,0.0064589,0.69489,0.87022
0.10339,-0.97648,0.093424,0.020451,-0.010018,-0.053835,-0.001608,0.0031593,-0.0039035,0.0033854,0,0.75114,0.8436
0.029119,-0.012984,0.99804,4.5913e-005,-6.3127e-006,1.3806e-005,-0.00076898,0.00045233,-0.0001475,0.0025373,0.0013846,0.43772,0.89341
0.84948,-0.034266,-0.4945,0.03302,-0.0036312,0.030786,-0.0073605,-0.0057293,-0.0049861,0.0031417,0,0.74652,0.88418
0.80964,-0.42819,-0.37301,0.016236,-0.0063539,0.01746,-0.0022166,-0.0056627,-0.0036143,0.0035922,0,0.74175,0.8864
0.33649,0.19976,-0.90592,0.00019593,-0.0007403,-6.2518e-006,-0.00044462,0.00066182,-0.0003054,0.0038097,0.00012684,0.69375,0.89193
0.9504,0.14834,-0.10203,-0.0020418,-0.008474,-0.0020242,-0.0026285,-0.00033216,-0.0010905,0.0035883,0,0.74127,0.90673
-0.15848,0.10511,0.97193,0.00026706,-0.00019126,4.4134e-005,-0.0011339,0.001054,0.00036965,0.0037596,0.0063441,0.57448,0.90033
-0.03315,0.96838,-0.098709,-0.0010214,1.8685e-005,-0.0015547,-0.00011108,0.00016839,0.00028731,0.0036901,0.00034762,0.73157,0.85625
0.81334,-0.31303,-0.44425,-0.23904,0.089877,-0.29616,-0.0061306,0.053237,0.034748,0.0035884,0,0.76107,0.88684
-0.6143,0.50903,0.51781,-0.0013309,0.0010955,-0.0018167,-6.578e-005,0.0034847,0.00039396,0.0040268,0.046965,0.67024,0.85683
0.59749,-0.2384,0.69501,-0.0030668,-0.0098723,-0.011901,0.0015416,0.0007438,-0.0041691,0.0035119,0.001891,0.66614,0.8713
