0.5489,0.76488,0.004072,0
0.72191,0.54869,0.29281,0.0069371
0.29299,0.50975,0.35075,0.00049604
0.73289,0.55279,0.03984,0.0026231
0.88294,0.79424,0.020697,0.15824
0.84661,0.47544,0.19188,0.0031659
0.45772,0.16355,0.081714,0.000871
0.91279,0.79057,0.01309,0.002192
0.56989,0.76918,0.0030382,6.3591e-005
0.51891,0.78337,0.0011136,0.00013923
0.5721,0.7213,0.0032912,0.00019986
0.56372,0.77187,0.0014033,3.5724e-005
0.51301,0.74938,0.0015081,0.00014197
0.74601,0.61082,0.14536,0.0037734
0.79047,0.70886,0.054411,0.93455
0.24072,0.62724,0.0043451,0.00038067
0.80686,0.84177,0.023493,0.0050488
0.50102,0.74182,0.0024701,0.00020983
0.53261,0.72969,0.21324,0.0026782
0.7762,0.65624,0.023374,0.007877
0.59011,0.78871,0.0013367,7.2267e-005
0.17444,0.58529,0.0077719,0.00027785
0.75443,0.31406,0.044435,0.0007628
0.15254,0.52227,0.009036,0.00053233
0.75791,0.76489,0.2814,0.0071704
0.72694,0.83848,0.026105,0.0058323
0.59729,0.40677,0.32381,0.007183
0.74579,0.51775,0.51121,0.0063432
0.37244,0.69531,0.033534,0.0010405
0.52019,0.39851,0.098223,0.0055509
0.5837,0.78761,0.0013439,6.8116e-005
0.57745,0.7772,0.0014327,4.7573e-005
0.17611,0.26247,0.090723,0.0036335
0.81106,0.76127,0.026473,0.01021
0.14131,0.44238,0.015415,0.0013083
0.19079,0.23051,0.40077,0.005215
0.5189,0.73014,0.0057938,0
0.66342,0.49524,0.152,0.0046522
0.86418,0.82001,0.020484,0.0051719
0.884,0.64244,0.03252,0.0038395
0.8516,0.50074,0.029779,0.0013841
0.78838,0.71973,0.073167,0.47775
0.80891,0.75355,0.057669,3.5568
0.6909,0.78319,0.10515,0.0083991
0.80479,0.8269,0.12923,0.0056738
0.57661,0.77754,0.0058568,0.091204
0.62217,0.47516,0.032749,0.0018602
0.53318,0.77778,0.0014395,9.0875e-005
0.82421,0.7401,0.040964,2.0422
0.6218,0.8005,0.0032068,0.00030582
